30.847466	0.932006
30.862400	0.375406
30.868240	0.654752
30.896858	0.439259
30.903564	0.926321
30.915176	0.942354
30.915518	0.441965
30.919134	0.690160
30.919182	0.067318
30.921486	0.757700
30.926620	0.242773
30.931490	0.649624
30.933361	0.635211
30.940809	0.007454
30.942606	0.176520
30.951281	0.299015
30.955017	0.390207
30.980003	0.940226
30.984077	0.373736
31.013128	0.994548
31.015020	0.393655
31.029884	0.996887
31.059057	0.572622
31.059708	0.061884
31.060127	0.231854
31.075378	0.183387
31.096994	0.438849
31.107246	0.928633
31.119221	0.723800
31.120790	0.273291
31.129120	0.459867
31.141319	0.515244
31.168150	0.193603
31.189650	0.408688
31.191486	0.964760
31.194805	0.347436
31.211182	0.106104
31.215061	0.415263
31.217485	0.392034
31.231453	0.791784
31.262573	0.789480
31.269814	0.374729
31.270899	0.382885
31.271814	0.525225
31.279165	0.178000
31.283028	0.960789
31.290279	0.224667
31.293442	0.832963
31.305014	0.315286
31.306673	0.679495
31.347965	0.427746
31.349787	0.896660
31.350010	0.757786
31.350716	0.830978
31.352942	0.913650
31.355059	0.038977
31.357040	0.276699
31.363325	0.507629
31.363739	0.812625
31.369276	0.057873
31.369730	0.194966
31.370802	0.678110
31.379141	0.700637
31.379883	0.304758
31.386780	0.388477
31.394039	0.799560
31.410358	0.045604
31.412544	0.056572
31.425404	0.773089
31.425926	0.654185
31.432571	0.136279
31.435890	0.606279
31.453247	0.648508
31.491823	0.305410
31.496515	0.873480
31.497458	0.512878
31.500111	0.950445
31.517540	0.296314
31.517971	0.475284
31.526539	0.541818
31.538496	0.482607
31.548090	0.754303
31.548723	0.732270
31.563038	0.395374
31.570057	0.039579
31.578547	0.372566
31.580322	0.344138
31.584818	0.657996
31.591881	0.193648
31.592220	0.179397
31.595755	0.297673
31.597357	0.415602
31.604219	0.054032
31.607515	0.426505
31.631702	0.925970
31.651340	0.913483
31.652811	0.801195
31.658766	0.125203
31.659618	0.906495
31.668900	0.978434
31.680731	0.534009
31.684315	0.187100
31.690870	0.218052
31.703083	0.649593
31.715977	0.900172
31.721991	0.019128
31.722866	0.206160
31.729080	0.535160
31.747053	0.264186
31.750633	0.999586
31.755363	0.384320
31.794720	0.412667
31.804901	0.778340
31.813768	0.521699
31.833071	0.041249
31.837830	0.312225
31.849146	0.894762
31.868530	0.458788
31.869471	0.480356
31.885002	0.252790
31.886772	0.017608
31.888807	0.375327
31.900887	0.582756
31.903757	0.904213
31.904106	0.758659
31.909462	0.329318
31.924219	0.447576
31.937496	0.330009
31.941521	0.741642
31.972794	0.291384
31.986746	0.230917
32.002850	0.063658
32.005711	0.101450
32.020020	0.560854
32.026081	0.930775
32.029594	0.799601
32.043884	0.231867
32.070896	0.256071
32.096180	0.765201
32.105782	0.069129
32.110538	0.327203
32.117504	0.215475
32.123241	0.043271
32.123917	0.044521
32.124847	0.697390
32.127613	0.169367
32.140820	0.621029
32.161793	0.218013
32.175026	0.059241
32.179947	0.101673
32.180733	0.466280
32.184814	0.550253
32.211517	0.243840
32.229080	0.819741
32.234207	0.194533
32.244507	0.087293
32.250755	0.230416
32.253471	0.675879
32.275688	0.279084
32.282696	0.079837
32.288784	0.926626
32.293510	0.713745
32.297848	0.563222
32.302139	0.538981
32.304707	0.534191
32.309052	0.932938
32.309055	0.638656
32.320000	0.061404
32.330540	0.106900
32.333782	0.507536
32.338066	0.738953
32.348785	0.454319
32.353100	0.662831
32.353878	0.096325
32.372131	0.722420
32.384712	0.022035
32.385162	0.357044
32.410080	0.657590
32.413063	0.691422
32.414177	0.957469
32.416985	0.140405
32.435665	0.229308
32.454815	0.845921
32.455284	0.595039
32.459942	0.660444
32.461315	0.040572
32.480728	0.614425
32.483723	0.078896
32.492092	0.741008
32.492504	0.364626
32.514721	0.399416
32.522949	0.465528
32.523468	0.470324
32.565704	0.709843
32.567459	0.745980
32.573277	0.280929
32.574005	0.895273
32.575241	0.508061
32.575508	0.167106
32.577286	0.375432
32.587761	0.198027
32.588226	0.234935
32.596497	0.756993
32.605251	0.000402
32.620731	0.442434
32.626415	0.899944
32.627869	0.737097
32.630436	0.758257
32.641136	0.401059
32.662445	0.734240
32.682877	0.392908
32.691368	0.148150
32.692451	0.262764
32.698399	0.972809
32.707390	0.866665
32.709785	0.389881
32.723324	0.596537
32.730461	0.159244
32.732136	0.195582
32.742218	0.023464
32.745316	0.979038
32.749889	0.701470
32.767776	0.730014
32.776699	0.926637
32.782761	0.957678
32.791870	0.208662
32.817566	0.661634
32.819393	0.750889
32.824440	0.258588
32.839661	0.225012
32.842026	0.490765
32.849808	0.653264
32.853134	0.403602
32.860306	0.828876
32.867310	0.329706
32.897293	0.818091
32.898220	0.518306
32.902409	0.081204
32.904846	0.217536
32.951923	0.626885
32.953007	0.842876
32.969353	0.484115
32.970192	0.641884
32.971588	0.318626
32.976242	0.085763
32.983837	0.844705
32.984486	0.950802
32.994526	0.899223
33.010899	0.398714
33.011108	0.438718
33.011257	0.485671
33.032295	0.550818
33.046329	0.488971
33.060318	0.271483
33.086262	0.821403
33.089588	0.969320
33.101349	0.820314
33.117840	0.639014
33.123241	0.233039
33.143402	0.653861
33.151207	0.275639
33.156994	0.970218
33.158493	0.878842
33.168938	0.412251
33.179722	0.831637
33.189346	0.317174
33.189594	0.635633
33.202366	0.069155
33.202457	0.394782
33.213543	0.549080
33.216057	0.036002
33.243519	0.148304
33.257572	0.617970
33.263416	0.495855
33.279579	0.714950
33.282368	0.903489
33.283379	0.402474
33.303055	0.764745
33.313778	0.271598
33.318481	0.749978
33.324833	0.494724
33.331043	0.295452
33.334949	0.118733
33.337425	0.938099
33.338913	0.929823
33.339897	0.064382
33.358940	0.544226
33.366882	0.033954
33.371262	0.402257
33.374966	0.657623
33.381775	0.442492
33.395096	0.457978
33.425117	0.860082
33.426105	0.753548
33.439621	0.133784
33.440765	0.664444
33.449600	0.409600
33.454971	0.261492
33.455383	0.726030
33.455696	0.263272
33.467960	0.831813
33.467976	0.825919
33.472679	0.208230
33.473888	0.807308
33.476936	0.733384
33.477348	0.369067
33.483936	0.891153
33.484756	0.072049
33.487030	0.275175
33.505531	0.781481
33.518158	0.286503
33.535679	0.347770
33.536732	0.288793
33.538906	0.052049
33.540264	0.575674
33.544556	0.220291
33.564888	0.784018
33.575241	0.849204
33.582966	0.817867
33.584404	0.430268
33.588379	0.763952
33.604591	0.626919
33.614086	0.408528
33.614719	0.786501
33.639942	0.992605
33.641590	0.635299
33.658836	0.385276
33.659718	0.664619
33.662968	0.249996
33.673660	0.701096
33.673824	0.709719
33.674603	0.334189
33.679100	0.250022
33.705566	0.271640
33.711475	0.488578
33.716354	0.858166
33.720482	0.310809
33.731262	0.129697
33.732586	0.050152
33.735569	0.060429
33.741177	0.030166
33.742035	0.603591
33.754673	0.282823
33.764439	0.483765
33.784489	0.304807
33.788040	0.464716
33.788437	0.531646
33.798378	0.784339
33.802101	0.699001
33.814228	0.694996
33.833893	0.232738
33.838413	0.465599
33.841022	0.086471
33.841908	0.407871
33.854897	0.381181
33.865650	0.375586
33.873981	0.489114
33.876556	0.504774
33.884674	0.751222
33.887932	0.153280
33.889275	0.769459
33.890858	0.692933
33.894428	0.934519
33.895683	0.054700
33.898613	0.243699
33.900742	0.004026
33.905579	0.856986
33.923038	0.105895
33.923267	0.345295
33.938492	0.126081
33.940384	0.997695
33.944923	0.987738
33.951927	0.368370
33.957474	0.054889
33.965828	0.292281
33.969856	0.765939
33.979954	0.917284
33.997375	0.841314
34.006233	0.160431
34.011353	0.465580
34.017742	0.187499
34.027119	0.682644
34.031590	0.103863
34.042503	0.333876
34.051392	0.006718
34.057564	0.391664
34.062840	0.794498
34.066422	0.917029
34.069321	0.519667
34.075932	0.013142
34.076260	0.321873
34.083542	0.031633
34.088673	0.816250
34.113945	0.483661
34.147587	0.879136
34.162945	0.038096
34.168098	0.516314
34.171150	0.587608
34.181995	0.996952
34.185440	0.985904
34.185658	0.088777
34.185791	0.398971
34.188000	0.361579
34.197624	0.312081
34.201027	0.787707
34.209610	0.056539
34.260651	0.980828
34.278042	0.431658
34.281353	0.724828
34.283627	0.971718
34.284832	0.073804
34.287174	0.572570
34.292427	0.682176
34.309612	0.419219
34.318508	0.521685
34.320911	0.993546
34.323406	0.307443
34.341305	0.010678
34.376648	0.999648
34.379620	0.731265
34.386665	0.574544
34.394104	0.653895
34.401665	0.486422
34.405979	0.198108
34.410770	0.677672
34.411068	0.125990
34.413296	0.640851
34.423996	0.836772
34.436253	0.133933
34.436722	0.785661
34.452362	0.736792
34.453182	0.215612
34.458008	0.564215
34.470020	0.921006
34.482372	0.759992
34.488029	0.352214
34.499550	0.147414
34.499592	0.410473
34.503628	0.505827
34.506802	0.565877
34.507866	0.253295
34.516346	0.399919
34.525993	0.140081
34.530334	0.412913
34.534321	0.155015
34.541992	0.518339
34.562798	0.882210
34.564888	0.024961
34.575474	0.701397
34.582317	0.320582
34.586643	0.194115
34.604034	0.813010
34.608047	0.304620
34.635277	0.877875
34.648781	0.988164
34.649918	0.821623
34.657780	0.524127
34.658653	0.052233
34.682148	0.652352
34.696815	0.574801
34.706352	0.007372
34.716045	0.067796
34.719246	0.316982
34.720490	0.364833
34.730011	0.576979
34.733376	0.411184
34.734455	0.743400
34.744919	0.026741
34.746006	0.014250
34.753727	0.807018
34.771996	0.013986
34.773754	0.694037
34.775242	0.803628
34.779472	0.209398
34.782520	0.145927
34.793724	0.829800
34.794945	0.443055
34.833717	0.769002
34.837490	0.307521
34.843414	0.427424
34.854149	0.938449
34.854546	0.712877
34.858551	0.145402
34.866570	0.905444
34.907959	0.485908
34.910248	0.497824
34.911472	0.632801
34.946266	0.817122
34.947044	0.507879
34.949989	0.522930
34.959465	0.871991
35.007832	0.009387
35.011871	0.428465
35.034348	0.918224
35.037937	0.982012
35.040813	0.968728
35.052055	0.983371
35.053440	0.435542
35.059956	0.063830
35.063553	0.998935
35.069378	0.199505
35.071987	0.739434
35.090523	0.738348
35.095451	0.248790
35.106716	0.414395
35.133530	0.351523
35.143513	0.432092
35.148438	0.231178
35.150444	0.604892
35.150837	0.718815
35.156860	0.170528
35.162926	0.133109
35.203041	0.861004
35.205513	0.044707
35.220612	0.946406
35.237392	0.349851
35.243069	0.489457
35.260780	0.161171
35.265106	0.125926
35.270020	0.271753
35.277332	0.894947
35.290997	0.142107
35.298134	0.811426
35.302643	0.019450
35.313412	0.475121
35.330769	0.457986
35.343563	0.736731
35.343754	0.602588
35.352581	0.522227
35.364059	0.100488
35.371822	0.427737
35.378429	0.912181
35.391674	0.934799
35.402927	0.573406
35.424065	0.043830
35.426746	0.053181
35.446228	0.425842
